Nome,"Tipo Variação",Variante,Categoria,Marca,Referência,"Código de Barras",Descrição,"Descrição na Fatura",PVP,"Preço Fornecedor",Unidade,"Controlar Stock","IVA - Taxa","IVA - Isenção (Código)","IVA - Isenção (Norma)","Tipo de Produto","Classe de Bem","Loja principal","Stock - Loja principal","Margem de Lucro (%)- Normal",Imagem
"Hot de Salmão (24 pçs) + (C)",,,"Take away Sushi in Sushi",,VHOT2-24040230,,,Não,"12,5000","0,0000",Uni,Sim,13,,,P,,S,"-26,0000",100,https://www.vendus.pt/foto/5fe88e8de54d9c6df6c312b4282856b1.png
"Molho teriyaki",,,"Take away Sushi in Sushi",,VMOL3-24040246,,,Não,"1,0000","0,0000",Uni,Sim,13,,,P,,S,"-186,0000",100,https://www.vendus.pt/foto/53b9309fa9439bf98867b69f07321caf.jpg
"Molho de soja",,,"Take away Sushi in Sushi",,VMOL4-24040235,,,Não,"0,5000","0,0000",Uni,Sim,13,,,P,,S,"-12,0000",100,https://www.vendus.pt/foto/d9d6addef7bdef79420ce4b1144449dd.jpg
Wasabi,,,"Take away Sushi in Sushi",,VWAS5-24040273,,,Não,"1,0000","0,0000",Uni,Sim,13,,,P,,S,"-9,0000",100,https://www.vendus.pt/foto/c8687cccd4101cbe3dfe99d455eea26a.jpg
"Compal Laranja",,,"Take away Sushi in Sushi",,VCOM6-24040268,,,Não,"2,5000","0,0000",Uni,Sim,23,,,P,,S,"-40,0000",100,https://www.vendus.pt/foto/166451879a1fc075d033fc1d3211d92b.jpg
"Sumol Laranja",,,"Take away Sushi in Sushi",,VSUM8-24040228,,,Não,"2,5000","2,5000",Uni,Sim,23,,,P,,S,"-40,0000",-18.70,https://www.vendus.pt/foto/3064b4c735b1996f384de3e29242e1d2.jpg
"Coca Cola",,,"Take away Sushi in Sushi",,VCOC9-2404028,,,Não,"2,5000","0,0000",Uni,Sim,23,,,P,,S,"-1065,8573",100,https://www.vendus.pt/foto/f4dc152f23a9e2d5da5d3c6236d0cacb.png
"Coca Cola Zero",,,"Take away Sushi in Sushi",,VCOC10-24040271,,,Não,"2,5000","0,0000",Uni,Sim,23,,,P,,S,"-1675,5716",100,https://www.vendus.pt/foto/f7e76187c0313cd61023058bdac850a5.png
"Água 50ml",,,"Take away Sushi in Sushi",,VAGU11-24040259,,,Não,"1,5000","0,0000",Uni,Sim,23,,,P,,S,"-1424,8574",100,https://www.vendus.pt/foto/e01d451c3c9f5a08de1f72bac31d169c.png
"Água das Pedras de Limão",,,"Take away Sushi in Sushi",,VAGU12-24040224,,,Não,"2,5000","0,0000",Uni,Sim,23,,,P,,S,"-333,9999",100,
"Água das Pedras",,,"Take away Sushi in Sushi",,VAGU13-2404028,,,Não,"2,5000","0,0000",Uni,Sim,23,,,P,,S,"-346,8574",100,https://www.vendus.pt/foto/465d6a91c5e5aa659707aac18cf93333.png
"Vinho Mateus Rosa 75cl",,,"Take away Sushi in Sushi",,VVIN14-24040296,,,Não,"9,0000","9,0000",Uni,Sim,23,,,P,,S,"-94,0000",-18.70,https://www.vendus.pt/foto/7228861e47473ae3d2ad1ccd1777f1fb.jpg
"Somersby Apple 33cl",,,"Take away Sushi in Sushi",,VSOM15-2404029,,,Não,"3,0000","0,0000",Uni,Sim,23,,,P,,S,"-251,0000",100,https://www.vendus.pt/foto/1c560fb835a058d7323b8a40d95a9c29.png
"Vinho Verde Gazela 75cl",,,"Take away Sushi in Sushi",,VVIN16-24040214,,,Não,"9,0000","9,0000",Uni,Sim,23,,,P,,S,"-12,0000",-18.70,https://www.vendus.pt/foto/255b1e91229057042920faacc23a141b.jpg
"Guaraná Antartica 33cl",,,"Take away Sushi in Sushi",,VGUA17-24040273,,,Não,"2,5000","0,0000",Uni,Sim,23,,,P,,S,"-422,9999",100,https://www.vendus.pt/foto/6c7d3b5e59aecaa38a6f4d2a1607b824.jpg
"Molho Agri'doce",,,"Take away Sushi in Sushi",,VMOL18-24040235,,,Não,"1,0000","0,0000",Uni,Sim,13,,,P,,S,"-253,0000",100,https://www.vendus.pt/foto/9a776f79420251100972b16a516d8e2f.jpg
Brasear,,,"Take away Sushi in Sushi",,VBRA19-24040299,,,Não,"1,0000","0,0000",Uni,Sim,13,,,P,,S,"-39,0000",100,https://www.vendus.pt/foto/ed0a914a0e0f7248407fab629f8f221d.jpg
"Aros de cebola (6UN)",,,"Take away Sushi in Sushi",,VARO20-24040283,,,Não,"2,0000","0,0000",Uni,Sim,13,,,P,,S,"-8,0000",100,https://www.vendus.pt/foto/355f297712bbcfcd7ddbb2a3470644a2.jpg
"Rolos primavera vegetal (6UN)",,,"Take away Sushi in Sushi",,VROL21-24040258,,,Não,"4,0000","0,0000",Uni,Sim,13,,,P,,S,"-33,0000",100,https://www.vendus.pt/foto/f8da36c3f05a72f679ad1bbb203b906a.jpg
"Panado Queijo Camembert (5UN)",,,"Take away Sushi in Sushi",,VPAN22-24040268,,,Não,"4,0000","0,0000",Uni,Sim,13,,,P,,S,"-1,0000",100,https://www.vendus.pt/foto/b31e7b38dec270f3aa3dda2b006f34f2.jpeg
"Balls hot de Salmão Filadélfia (4 UN)",,,"Take away Sushi in Sushi",,VBAL23-24040253,,,Não,"4,0000","0,0000",Uni,Sim,13,,,P,,S,"-120,0000",100,https://www.vendus.pt/foto/1608c849c89f9a53d0e390a8890895b5.jpeg
"Panado Chili com Queijo (5UN)",,,"Take away Sushi in Sushi",,VPAN24-2404028,,,Não,"4,0000","0,0000",Uni,Sim,13,,,P,,S,"-2,0000",100,https://www.vendus.pt/foto/517617e08f1c7189361923763ecb6c5e.jpeg
"Mozarela sticks (5UN)",,,"Take away Sushi in Sushi",,VMOZ25-24040257,,,Não,"4,0000","0,0000",Uni,Sim,13,,,P,,S,"-46,0000",100,https://www.vendus.pt/foto/10b6218b1fa1aa31e430dccab63e81ae.jpeg
"Pinças de caranguejo (5UN)",,,"Take away Sushi in Sushi",,VPIN26-24040295,,,Não,"4,0000","0,0000",Uni,Sim,13,,,P,,S,"-29,0000",100,https://www.vendus.pt/foto/47270e3d631cd30b3292d71f48f7927b.jpg
" Balls hot camarão Filadélfia (4UN)",,,"Take away Sushi in Sushi",,VBAL27-24040222,,,Não,"4,0000","0,0000",Uni,Sim,13,,,P,,S,"-6,0000",100,https://www.vendus.pt/foto/f11e2c82aecb71ff1c05e5a13cb630be.jpeg
"Camarão panado (5UN)",,,"Take away Sushi in Sushi",,VCAM28-24040240,,,Não,"6,0000","0,0000",Uni,Sim,13,,,P,,S,"-239,5716",100,https://www.vendus.pt/foto/6849dcbbcc08f46ac773ea3820e1952a.jpeg
"Hossomaki de salmão (8 pçs) ",,,"Take away Sushi in Sushi",,VHOS29-24040243,,,Não,"4,5000","0,0000",Uni,Sim,13,,,P,,S,"-60,0000",100,https://www.vendus.pt/foto/686caf047b2523a3d0e80c486763eb26.png
"Uramaki de Tomate seco e rúcula (8 Pçs)",,,"Take away Sushi in Sushi",,VURA30-24040280,,,Não,"6,5000","0,0000",Uni,Sim,13,,,P,,S,"-8,0000",100,https://www.vendus.pt/foto/b6068ae1bb59271520c735dc787069f8.jpg
"Uramaki Filadélfia de salmão (8 pçs)",,,"Take away Sushi in Sushi",,VURA31-24040212,,,Não,"7,5000","0,0000",Uni,Sim,13,,,P,,S,"-19,0000",100,https://www.vendus.pt/foto/7fcc27e14fbc0f8f81b4ee720e1c0056.png
"Uramaki de Salmão Grelhado Filadélfia (8 pçs)",,,"Take away Sushi in Sushi",,VURA32-24040219,,,Não,"6,5000","0,0000",Uni,Sim,13,,,P,,S,"-15,0000",100,https://www.vendus.pt/foto/eda3aeb442fad998cdb69b03ed547afd.png
"Uramaki Califórnia de Salmão (8 pçs)",,,"Take away Sushi in Sushi",,VURA33-24040260,,,Não,"7,5000","0,0000",Uni,Sim,13,,,P,,S,"-13,0000",100,https://www.vendus.pt/foto/5ab1491d4d9af59ae0e3e5d0d7712762.png
"Uramaki camarão Filadélfia (8 pçs)",,,"Take away Sushi in Sushi",,VURA34-24040255,,,Não,"7,5000","0,0000",Uni,Sim,13,,,P,,S,"-9,0000",100,https://www.vendus.pt/foto/65e6fc3237c3f50b71674e1bd6d194a6.png
"Uramaki de Salmão Spicy (8pçs)",,,"Take away Sushi in Sushi",,VURA35-2404027,,,Não,"7,5000","0,0000",Uni,Sim,13,,,P,,S,"-4,0000",100,https://www.vendus.pt/foto/b637f014d416dc3eb5da43b713071c5a.jpg
"Uramaki de Salmão (8 pçs)",,,"Take away Sushi in Sushi",,VURA36-24040284,,,Não,"7,5000","0,0000",Uni,Sim,13,,,P,,S,"-3,0000",100,https://www.vendus.pt/foto/3f338978a78daa229ad1d6acf2836bfb.jpg
"Uramaki Filadélfia de Salmão e Camarão (8 pçs)",,,"Take away Sushi in Sushi",,VURA37-24040267,,,Não,"7,5000","0,0000",Uni,Sim,13,,,P,,S,"-3,0000",100,https://www.vendus.pt/foto/cfc19da439bd3e68f51ae3f9f5bc8f21.jpeg
"Uramaki de Salmão Braseado (8 pçs)",,,"Take away Sushi in Sushi",,VURA38-24040225,,,Não,"7,5000","0,0000",Uni,Sim,13,,,P,,S,"-39,0000",100,https://www.vendus.pt/foto/ee4c8483f5770d747a41c1942e2f7fbb.jpeg
"Uramaki de Salmão Supremo ( 8 pçs) ",,,"Take away Sushi in Sushi",,VURA39-24040254,,,Não,"9,0000","0,0000",Uni,Sim,13,,,P,,S,"-12,0000",100,https://www.vendus.pt/foto/8665df46eee2d6ed3f1841e8003eaa17.jpeg
"Uramaki Filadélfia de camarão panado supremo (8 pçs) ",,,"Take away Sushi in Sushi",,VURA40-24040252,,,Não,"9,0000","0,0000",Uni,Sim,13,,,P,,S,"-12,0000",100,https://www.vendus.pt/foto/4a5ba7e98cb0613028d3a0cb5e88167c.jpeg
"Uramaki misto premium (8 pçs)",,,"Take away Sushi in Sushi",,VURA41-24040298,,,Não,"10,0000","0,0000",Uni,Sim,13,,,P,,S,"-21,0000",100,https://www.vendus.pt/foto/69fc1d85af42bbed80e35ce1e7ce82c5.jpg
"Sashimi trufado",,,"Take away Sushi in Sushi",,VSAS42-24040235,,,Não,"12,0000","0,0000",Uni,Sim,13,,,P,,S,"-8,0000",100,https://www.vendus.pt/foto/c590267a1fc14025fcca0ceb677ed559.jpeg
"Niguiri trufado (5 pçs) ",,,"Take away Sushi in Sushi",,VNIG43-24040271,,,Não,"7,0000","0,0000",Uni,Sim,13,,,P,,S,0,100,https://www.vendus.pt/foto/51bec75670edfad47cf6d1dd94725e32.jpeg
"Niguiri de Salmão (10 pçs) ",,,"Take away Sushi in Sushi",,VNIG44-24040264,,,Não,"10,0000","0,0000",Uni,Sim,13,,,P,,S,"-5,0000",100,https://www.vendus.pt/foto/cdc5cd3e60a88a2a62a0cc262008b581.jpeg
"Hot Filadélfia Carrot (8 pçs) ",,,"Take away Sushi in Sushi",,VHOT45-24040244,,,Não,"6,0000","0,0000",Uni,Sim,13,,,P,,S,"-16,0000",100,https://www.vendus.pt/foto/21854124e2672ec3975e9e0503ff0a30.png
"Hot Veg. (8 pçs) ",,,"Take away Sushi in Sushi",,VHOT46-24040241,,,Não,"6,0000","0,0000",Uni,Sim,13,,,P,,S,"-26,0000",100,https://www.vendus.pt/foto/bea88c320505dcd5fb7a2501e39cf6ce.png
"Hot Filadélfia Carrot (16 pçs) ",,,"Take away Sushi in Sushi",,VHOT47-24040262,,,Não,"8,0000","0,0000",Uni,Sim,13,,,P,,S,"-19,0000",100,https://www.vendus.pt/foto/a3ce422833a1e67af839cb903b15e084.png
"Hossomaki Vegano (24 pçs) ",,,"Take away Sushi in Sushi",,VHOS48-24040212,,,Não,"9,5000","0,0000",Uni,Sim,13,,,P,,S,"-62,0000",100,https://www.vendus.pt/foto/a49b9dd50c440d35e6d2503c71f90c7d.jpg
"Combinado Vegetariano (20 pçs) ",,,"Take away Sushi in Sushi",,VCOM49-24040217,,,Não,"9,5000","0,0000",Uni,Sim,13,,,P,,S,"-16,0000",100,https://www.vendus.pt/foto/25312f71a726da981d6576cf2434ce9b.png
"Combinado Vegano (20 pçs) ",,,"Take away Sushi in Sushi",,VCOM50-24040256,,,Não,"9,5000","0,0000",Uni,Sim,13,,,P,,S,"-20,0000",100,https://www.vendus.pt/foto/282450f3148d8de2dd4f0c6881352032.png
"Combinado Vegetariano do chef (28 pçs) ",,,"Take away Sushi in Sushi",,VCOM51-24040234,,,Não,"13,0000","0,0000",Uni,Sim,13,,,P,,S,"-28,0000",100,https://www.vendus.pt/foto/43f8b162840c202eb805c917c9ef3996.jpeg
"Hot Filadélfia de Salmão (8 pçs) ",,,"Take away Sushi in Sushi",,VHOT52-24040294,,,Não,"7,0000","0,0000",Uni,Sim,13,,,P,,S,"-116,0000",100,https://www.vendus.pt/foto/28fe3ff0b502a1c267cc0e70b75db31b.png
"Hot Filadélfia de Camarão (8 pçs) ",,,"Take away Sushi in Sushi",,VHOT53-24040240,,,Não,"7,0000","0,0000",Uni,Sim,13,,,P,,S,"-42,0000",100,https://www.vendus.pt/foto/223ed3075c30c27ccbc7ec7016817d5e.png
"Hot Filadélfia de Salmão (16 Pçs) ",,,"Take away Sushi in Sushi",,VHOT54-24040211,,,Não,"9,0000","0,0000",Uni,Sim,13,,,P,,S,"-213,0000",100,https://www.vendus.pt/foto/c8ebe27ca04299a18562c99d3e9f832f.jpeg
"Hot de Salmão e Camarão (16 pçs) ",,,"Take away Sushi in Sushi",,VHOT55-24040261,,,Não,"9,0000","0,0000",Uni,Sim,13,,,P,,S,"-62,0000",100,https://www.vendus.pt/foto/5bd3e45b2bcb44b3d46e593fa80531a6.jpeg
"Sashimi de Salmão ",,,"Take away Sushi in Sushi",,VSAS56-24040232,,,Não,"11,0000","0,0000",Uni,Sim,13,,,P,,S,"-29,0000",100,https://www.vendus.pt/foto/5c7ee0ce3a2e9ba08a0f04bc4b92c78f.jpeg
"Hot especial (16 pçs) ",,,"Take away Sushi in Sushi",,VHOT57-24040224,,,Não,"11,0000","0,0000",Uni,Sim,13,,,P,,S,"-42,0000",100,https://www.vendus.pt/foto/5dff21940da59cd2b9374aadd5935800.jpeg
"Combinado Hot (24 pçs) ",,,"Take away Sushi in Sushi",,VCOM58-24040239,,,Não,"12,5000","0,0000",Uni,Sim,13,,,P,,S,"-108,0000",100,https://www.vendus.pt/foto/f5ddc4bf601571229dd115aed0f79125.jpeg
"Temaki Salmão e Delícias do mar (1 un) ",,,"Take away Sushi in Sushi",,VTEM59-24040240,,,Não,"6,5000","0,0000",Uni,Sim,13,,,P,,S,"-12,0000",100,https://www.vendus.pt/foto/ebd5a925592d093a75659206eb898cca.jpeg
"Temaki de Salmão Tropical (1un.) ",,,"Take away Sushi in Sushi",,VTEM60-24040232,,,Não,"6,5000","0,0000",Uni,Sim,13,,,P,,S,"-86,0000",100,https://www.vendus.pt/foto/f5d3fbcbec09aa0d3de26468a272e33f.jpeg
"Temaki Vegano (1 un) ",,,"Take away Sushi in Sushi",,VTEM61-24040255,,,Não,"6,0000","0,0000",Uni,Sim,13,,,P,,S,"-35,0000",100,https://www.vendus.pt/foto/a71d5253ee82f0e193bd2b61b21c4dd4.jpeg
"Temaki de Salmão Clássico (1 un.) ",,,"Take away Sushi in Sushi",,VTEM62-24040210,,,Não,"6,5000","0,0000",Uni,Sim,13,,,P,,S,"-100,0000",100,https://www.vendus.pt/foto/a943d9808e326c4f6cf23b09e70a104b.jpeg
"Temaki de Salmão Grelhado Filadélfia (1 un.) ",,,"Take away Sushi in Sushi",,VTEM63-24040280,,,Não,"6,5000","0,0000",Uni,Sim,13,,,P,,S,"-35,0000",100,https://www.vendus.pt/foto/a03a49ffadc234788ae773095f972895.jpeg
"Temaki de Salmão e Camarão Filadélfia (1 un.) ",,,"Take away Sushi in Sushi",,VTEM64-24040259,,,Não,"6,5000","0,0000",Uni,Sim,13,,,P,,S,"-93,0000",100,https://www.vendus.pt/foto/cbe5bda48756ecfaa7f95f52ed5e8f69.jpeg
"Temaki de Salmão e Filadélfia (1 un.) ",,,"Take away Sushi in Sushi",,VTEM65-24040232,,,Não,"6,5000","0,0000",Uni,Sim,13,,,P,,S,"-419,0000",100,https://www.vendus.pt/foto/28f37241f8c04892951a629f606bb760.jpeg
"Temaki de Camarão Panado Filadélfia (1 un.) ",,,"Take away Sushi in Sushi",,VTEM66-24040276,,,Não,"6,5000","0,0000",Uni,Sim,13,,,P,,S,"-54,0000",100,https://www.vendus.pt/foto/20b401596e725b8498e58ecc8443bc6d.jpeg
"Hot de banana com nutella  ",,,"Take away Sushi in Sushi",,VHOT67-24040260,,,Não,"5,0000","0,0000",Uni,Sim,13,,,P,,S,"-26,0000",100,https://www.vendus.pt/foto/150bae34a1d91854695e0f50a24658e5.jpeg
"Hot de banana com  doce de leite e coco",,,"Take away Sushi in Sushi",,VHOT68-2404024,,,Não,"5,0000","0,0000",Uni,Sim,13,,,P,,S,"-10,0000",100,https://www.vendus.pt/foto/a45d309af74254c7056bae4ba82723a5.jpeg
"Hot de banana misto - (8 pçs) ",,,"Take away Sushi in Sushi",,VHOT69-2404028,,,Não,"5,0000","0,0000",Uni,Sim,13,,,P,,S,"-89,0000",100,https://www.vendus.pt/foto/b5c34332bd3de7ba6071f7773d6e8d6a.jpg
"Hot de Camarão (16 pçs) ",,,"Take away Sushi in Sushi",,VHOT70-2404028,,,Não,"9,0000","0,0000",Uni,Sim,13,,,P,,S,"-28,0000",100,https://www.vendus.pt/foto/0baa4cd5cd2af6d32f23b9365afc7a91.jpeg
"Temaki de Camarão Filadélfia  (1 un)",,,"Take away Sushi in Sushi",,VTEM71-24040268,,,Não,"6,5000","0,0000",Uni,Sim,13,,,P,,S,"-12,0000",100,https://www.vendus.pt/foto/465359aeed9fea85cf7ff29c5aa97574.jpeg
"Sumo de laranja Natural",,,"Take away Sushi in Sushi",,VSUM72-24040269,,,Não,"3,5000","0,0000",Uni,Sim,23,,,P,,S,"-173,0000",100,https://www.vendus.pt/foto/94f7a7295268e50b500e2b562e59f126.jpg
Gengibre,,,"Take away Sushi in Sushi",,VGEN73-24040232,,,Não,"1,0000","0,0000",Uni,Sim,13,,,P,,S,"-14,0000",100,https://www.vendus.pt/foto/f15ee14c059ed507b457be2ef378386f.jpg
"Camarão Joe (5uni.)",,,"Take away Sushi in Sushi",,VCAM74-24040287,,,Não,"8,5000","0,0000",Uni,Sim,13,,,P,,S,"-131,0000",100,https://www.vendus.pt/foto/f91b67cb4125b8eff633db1566bfee80.jpeg
"Balls Hot Nutella (2 uni)",,,"Take away Sushi in Sushi",,VBAL75-24040288,,,Não,"4,0000","0,0000",Uni,Sim,13,,,P,,S,0,100,https://www.vendus.pt/foto/1aa2f7a8f89764da098b43ecb699b44d.jpeg
"Hot Premium (9pçs)",,,"Take away Sushi in Sushi",,VHOT76-24040282,,,Não,"10,5000","0,0000",Uni,Sim,13,,,P,,S,"-33,0000",100,https://www.vendus.pt/foto/28e0f5feb4584e6eda264e7c7ffde2dd.jpeg
"Grelhadohot (16pçs) + bebida grátis",,,"Take away Sushi in Sushi",,VGRE77-24040288,,,Não,"9,0000","0,0000",Uni,Sim,13,,,P,,S,"-4,0000",100,https://www.vendus.pt/foto/892bdc40e0ff099e036f72993c6c09de.jpeg
"Big Hot de Salmão Philadelphia",,,"Take away Sushi in Sushi",,VBIG78-24040254,,,Não,"11,0000","0,0000",Uni,Sim,13,,,P,,S,"-165,0000",100,https://www.vendus.pt/foto/a35183993f61b042498584f1fa541e7c.jpeg
"Big Hot de Salmão Braseado ",,,"Take away Sushi in Sushi",,VBIG79-24040226,,,Não,"12,0000","0,0000",Uni,Sim,13,,,P,,S,"-23,0000",100,https://www.vendus.pt/foto/c836c718a4a09b3f951d965396a7ae0f.jpeg
"Big Hot de Delicias do Mar",,,"Take away Sushi in Sushi",,VBIG80-24040254,,,Não,"11,0000","0,0000",Uni,Sim,13,,,P,,S,"-1,0000",100,https://www.vendus.pt/foto/1f170cd4f5d84464211be7ca04e8de7b.jpeg
"Big Hot de Camarao Panado ",,,"Take away Sushi in Sushi",,VBIG81-2404028,,,Não,"13,0000","0,0000",Uni,Sim,13,,,P,,S,"-18,0000",100,https://www.vendus.pt/foto/25c941c0b19e6f1b6da02c150f53f466.jpeg
"Big hot de Salmao e Camarao ",,,"Take away Sushi in Sushi",,VBIG82-24040284,,,Não,"11,0000","0,0000",Uni,Sim,13,,,P,,S,"-20,0000",100,https://www.vendus.pt/foto/f338125059c97623b0e803355f57a0d8.jpeg
"Niguiri Salmão e Camarão",,,"Take away Sushi in Sushi",,VNIG83-24040246,,,Não,"7,0000","0,0000",Uni,Sim,13,,,P,,S,"-7,0000",100,https://www.vendus.pt/foto/b31d86c7173fa7d1d20903445b290aaa.jpeg
"Taxa Saco",,,"Take away Sushi in Sushi",,VTAX84-24040221,,,Não,"0,3000","0,0000",Uni,Sim,23,,,P,,S,"-1220,0000",100,
"Poke de Salmão",,,"Take away Sushi in Sushi",,VPOK85-24040215,,,Não,"12,0000","0,0000",Uni,Sim,13,,,P,,S,"-20,0000",100,https://www.vendus.pt/foto/47f99cd9dfc1f40c191d63e9f0ec29e9.jpeg
"Poke de Salmão Filadélfia",,,"Take away Sushi in Sushi",,VPOK86-24040218,,,Não,"12,0000","0,0000",Uni,Sim,13,,,P,,S,"-77,0000",100,https://www.vendus.pt/foto/c835b486c3205d3524a8fec5517a00cc.jpeg
"Poke de Salmão e Delícias do Mar Filadélfia",,,"Take away Sushi in Sushi",,VPOK87-24040258,,,Não,"12,0000","0,0000",Uni,Sim,13,,,P,,S,"-2,0000",100,https://www.vendus.pt/foto/e8532679dfa805d903ab843d50e33d08.jpeg
"Poke Vegan",,,"Take away Sushi in Sushi",,VPOK88-24040241,,,Não,"11,0000","0,0000",Uni,Sim,13,,,P,,S,"-1,0000",100,https://www.vendus.pt/foto/bf28750f4ec3deffc01d6ab673108c93.jpeg
"Poke de Salmão e Camarão",,,"Take away Sushi in Sushi",,VPOK89-24040242,,,Não,"12,0000","0,0000",Uni,Sim,13,,,P,,S,"-14,0000",100,https://www.vendus.pt/foto/56c8a454084ebcbc31120db22e91ecd8.jpeg
"Poke de Camarão",,,"Take away Sushi in Sushi",,VPOK90-24040276,,,Não,"12,0000","0,0000",Uni,Sim,13,,,P,,S,"-2,0000",100,https://www.vendus.pt/foto/56792492d2eaad3b7ad04a53a76b61ba.jpeg
"Uramaki Califórnia de Camarão (8 pçs)",,,"Take away Sushi in Sushi",,VURA91-24040258,,,Não,"7,5000","0,0000",Uni,Sim,13,,,P,,S,"-8,0000",100,https://www.vendus.pt/foto/1e8f53a0a5ab94f137ea76ffd2d8895c.jpeg
"Special Salmon (8 pçs)",,,"Take away Sushi in Sushi",,VSPE92-24040232,,,Não,"11,5000","0,0000",Uni,Sim,13,,,P,,S,"-17,0000",100,https://www.vendus.pt/foto/466912313fdd3e594aba5c4510b227b6.jpeg
"Shimeji ",,,"Take away Sushi in Sushi",,VSHI93-24040247,,,Não,"5,5000","0,0000",Uni,Sim,13,,,P,,S,"-94,0000",100,https://www.vendus.pt/foto/5169e7547c1e0b9a9fe4c2dbeeea9c7b.jpg
"Ceviche de salmão ",,,"Take away Sushi in Sushi",,VCEV94-24040296,,,Não,"9,0000","0,0000",Uni,Sim,13,,,P,,S,"-55,0000",100,https://www.vendus.pt/foto/9df137305f0695724716da27e7cc412f.png
"Tartar de salmão ",,,"Take away Sushi in Sushi",,VTAR95-24040266,,,Não,"9,0000","0,0000",Uni,Sim,13,,,P,,S,"-27,0000",100,https://www.vendus.pt/foto/d8b706ef44a9836c3f02ed5ee5e40533.jpeg
"Carpaccio de salmão (10 pçs)",,,"Take away Sushi in Sushi",,VCAR96-24040221,,,Não,"10,0000","0,0000",Uni,Sim,13,,,P,,S,"-18,0000",100,https://www.vendus.pt/foto/f4ca5dc840415911e32faa43a479abe6.jpeg
"Niguiri de salmão (5 pçs)",,,"Take away Sushi in Sushi",,VNIG97-24040252,,,Não,"6,0000","0,0000",Uni,Sim,13,,,P,,S,"-12,0000",100,https://www.vendus.pt/foto/9c2145b033ef00607119909320169061.jpeg
"Gunkan crispy (8 pçs)",,,"Take away Sushi in Sushi",,VGUN98-24040217,,,Não,"9,0000","0,0000",Uni,Sim,13,,,P,,S,"-10,0000",100,https://www.vendus.pt/foto/e53889e33465062e1538d2b93120d6ff.png
"Gunkan mix (20 pçs)",,,"Take away Sushi in Sushi",,VGUN99-24040243,,,Não,"21,0000","0,0000",Uni,Sim,13,,,P,,S,"-18,0000",100,https://www.vendus.pt/foto/c29ef4a67028b231e55c184c7c828ad7.jpeg
"Hot Crispy Filadélfia (8 pçs)",,,"Take away Sushi in Sushi",,VHOT100-24040278,,,Não,"7,0000","0,0000",Uni,Sim,13,,,P,,S,"-41,0000",100,https://www.vendus.pt/foto/3effd5162c43db90a6b42a6334c71ab1.png
"Topping Shimeji (8 pçs)",,,"Take away Sushi in Sushi",,VTOP101-24040212,,,Não,"1,2500","0,0000",Uni,Sim,13,,,P,,S,"-5,0000",100,
"Topping Crispy de alho francês (8 pçs)",,,"Take away Sushi in Sushi",,VTOP102-24040217,,,Não,"1,2500","0,0000",Uni,Sim,13,,,P,,S,"-24,0000",100,
"Topping Crispy de couve (8 pçs)",,,"Take away Sushi in Sushi",,VTOP103-24040226,,,Não,"1,2500","0,0000",Uni,Sim,13,,,P,,S,"-5,0000",100,
"Topping Cebola Roxa Caramelizada (8 pçs)",,,"Take away Sushi in Sushi",,VTOP104-24040278,,,Não,"1,2500","0,0000",Uni,Sim,13,,,P,,S,"-12,0000",100,
"Topping de creme queijo (8 pçs)",,,"Take away Sushi in Sushi",,VTOP105-2404023,,,Não,"2,0000","0,0000",Uni,Sim,13,,,P,,S,"-67,0000",100,
"Molho de ostra",,,"Take away Sushi in Sushi",,VMOL106-24040233,,,Não,"1,2500","0,0000",Uni,Sim,13,,,P,,S,0,100,
"Molho de frutos do mar",,,"Take away Sushi in Sushi",,VMOL107-24040254,,,Não,"1,0000","0,0000",Uni,Sim,13,,,P,,S,"-10,0000",100,
"Gunkan de salmão (8 pçs)",,,"Take away Sushi in Sushi",,VGUN108-24040231,,,Não,"8,0000","0,0000",Uni,Sim,13,,,P,,S,"-31,0000",100,https://www.vendus.pt/foto/9a88d73b496947043bd6f3b609b1da48.jpeg
"Gunkan c/ camarão (8 pçs)",,,"Take away Sushi in Sushi",,VGUN109-2404021,,,Não,"9,5000","0,0000",Uni,Sim,13,,,P,,S,"-3,0000",100,https://www.vendus.pt/foto/5138492bd529c6c4d3e59960b9dc9c20.jpg
"Gunkan de Pepino (8 pçs)",,,"Take away Sushi in Sushi",,VGUN110-24040247,,,Não,"9,5000","0,0000",Uni,Sim,13,,,P,,S,"-3,0000",100,https://www.vendus.pt/foto/fd2e2ae8054633e029d9cb6fc5bd23a4.jpeg
